Category,Namespace,Type Name,Attribute Name,Type,Cardinality,Definition
attribute,cdm.observable.event,Trigger,triggerType,TriggerTypeEnum,(0..1),The Triggering condition.
attribute,cdm.observable.event,Trigger,triggerTimeType,TriggerTimeTypeEnum,(0..1),The valuation time type of knock condition.
data type,cdm.observable.event,TriggerEvent,,,,Observation point for trigger.
attribute,cdm.observable.event,TriggerEvent,schedule,AveragingSchedule,(0..*),A derivative schedule.
attribute,cdm.observable.event,TriggerEvent,triggerDates,DateList,(0..1),The trigger Dates.
attribute,cdm.observable.event,TriggerEvent,trigger,Trigger,(1..1),The trigger level
attribute,cdm.observable.event,TriggerEvent,featurePayment,FeaturePayment,(0..1),"The feature payment, i.e. the payment made following trigger occurrence."
data type,cdm.observable.event,CreditEvents,,,,"A class to specify the applicable Credit Events that would trigger a settlement, as specified in the related Confirmation and defined in the ISDA 2014 Credit Definition article IV section 4.1."
attribute,cdm.observable.event,CreditEvents,bankruptcy,boolean,(0..1),A credit event. The reference entity has been dissolved or has become insolvent. It also covers events that may be a precursor to insolvency such as instigation of bankruptcy or insolvency proceedings. Sovereign trades are not subject to Bankruptcy as 'technically' a Sovereign cannot become bankrupt. ISDA 2003 Term: Bankruptcy.
attribute,cdm.observable.event,CreditEvents,failureToPay,FailureToPay,(0..1),"A credit event. This credit event triggers, after the expiration of any applicable grace period, if the reference entity fails to make due payments in an aggregate amount of not less than the payment requirement on one or more obligations (e.g. a missed coupon payment). ISDA 2003 Term: Failure to Pay."
attribute,cdm.observable.event,CreditEvents,failureToPayPrincipal,boolean,(0..1),A credit event. Corresponds to the failure by the Reference Entity to pay an expected principal amount or the payment of an actual principal amount that is less than the expected principal amount. ISDA 2003 Term: Failure to Pay Principal.
attribute,cdm.observable.event,CreditEvents,failureToPayInterest,boolean,(0..1),A credit event. Corresponds to the failure by the Reference Entity to pay an expected interest amount or the payment of an actual interest amount that is less than the expected interest amount. ISDA 2003 Term: Failure to Pay Interest.
attribute,cdm.observable.event,CreditEvents,obligationDefault,boolean,(0..1),"A credit event. One or more of the obligations have become capable of being declared due and payable before they would otherwise have been due and payable as a result of, or on the basis of, the occurrence of a default, event of default or other similar condition or event other than failure to pay. ISDA 2003 Term: Obligation Default."
attribute,cdm.observable.event,CreditEvents,obligationAcceleration,boolean,(0..1),"A credit event. One or more of the obligations have been declared due and payable before they would otherwise have been due and payable as a result of, or on the basis of, the occurrence of a default, event of default or other similar condition or event other than failure to pay (preferred by the market over Obligation Default, because more definitive and encompasses the definition of Obligation Default - this is more favorable to the Seller). Subject to the default requirement amount. ISDA 2003 Term: Obligation Acceleration."
attribute,cdm.observable.event,CreditEvents,repudiationMoratorium,boolean,(0..1),"A credit event. The reference entity, or a governmental authority, either refuses to recognise or challenges the validity of one or more obligations of the reference entity, or imposes a moratorium thereby postponing payments on one or more of the obligations of the reference entity. Subject to the default requirement amount. ISDA 2003 Term: Repudiation/Moratorium."
attribute,cdm.observable.event,CreditEvents,restructuring,Restructuring,(0..1),"A credit event. A restructuring is an event that materially impacts the reference entity's obligations, such as an interest rate reduction, principal reduction, deferral of interest or principal, change in priority ranking, or change in currency or composition of payment. ISDA 2003 Term: Restructuring."
attribute,cdm.observable.event,CreditEvents,governmentalIntervention,boolean,(0..1),"A credit event. A governmental intervention is an event resulting from an action by a governmental authority that materially impacts the reference entity's obligations, such as an interest rate reduction, principal reduction, deferral of interest or principal, change in priority ranking, or change in currency or composition of payment. ISDA 2014 Term: Governmental Intervention."
attribute,cdm.observable.event,CreditEvents,distressedRatingsDowngrade,boolean,(0..1),"A credit event. Results from the fact that the rating of the reference obligation is down-graded to a distressed rating level. From a usage standpoint, this credit event is typically not applicable in case of RMBS trades."
attribute,cdm.observable.event,CreditEvents,maturityExtension,boolean,(0..1),A credit event. Results from the fact that the underlier fails to make principal payments as expected.
attribute,cdm.observable.event,CreditEvents,writedown,boolean,(0..1),A credit event. Results from the fact that the underlier writes down its outstanding principal amount.
attribute,cdm.observable.event,CreditEvents,impliedWritedown,boolean,(0..1),A credit event. Results from the fact that losses occur to the underlying instruments that do not result in reductions of the outstanding principal of the reference obligation.
attribute,cdm.observable.event,CreditEvents,defaultRequirement,Money,(0..1),"In relation to certain credit events, serves as a threshold for Obligation Acceleration, Obligation Default, Repudiation/Moratorium and Restructuring. Market standard is USD 10,000,000 (JPY 1,000,000,000 for all Japanese Yen trades). This is applied on an aggregate or total basis across all Obligations of the Reference Entity. Used to prevent technical/operational errors from triggering credit events. ISDA 2003 Term: Default Requirement."
attribute,cdm.observable.event,CreditEvents,creditEventNotice,CreditEventNotice,(0..1),A specified condition to settlement. An irrevocable written or verbal notice that describes a credit event that has occurred. The notice is sent from the notifying party (either the buyer or the seller) to the counterparty. It provides information relevant to determining that a credit event has occurred. This is typically accompanied by Publicly Available Information. ISDA 2003 Term: Credit Event Notice.
data type,cdm.observable.event,CreditEventNotice,,,,
attribute,cdm.observable.event,CreditEventNotice,notifyingParty,CounterpartyRoleEnum,(1..2),The notifying party is the party that notifies the other party when a credit event has occurred by means of a credit event notice. If more than one party is referenced as being the notifying party then either party may notify the other of a credit event occurring. ISDA 2003 Term: Notifying Party.
attribute,cdm.observable.event,CreditEventNotice,businessCenter,BusinessCenterEnum,(0..1),Inclusion of this business center element implies that Greenwich Mean Time in Section 3.3 of the 2003 ISDA Credit Derivatives Definitions is replaced by the local time of the city indicated by the businessCenter element value.
attribute,cdm.observable.event,CreditEventNotice,publiclyAvailableInformation,PubliclyAvailableInformation,(0..1),"A specified condition to settlement. Publicly available information means information that reasonably confirms any of the facts relevant to determining that a credit event or potential repudiation/moratorium, as applicable, has occurred. The ISDA defined list (2003) is the market standard and is considered comprehensive, and a minimum of two differing public sources must have published the relevant information, to declare a Credit Event. ISDA 2003 Term: Notice of Publicly Available Information Applicable."
data type,cdm.observable.event,FailureToPay,,,,
attribute,cdm.observable.event,FailureToPay,applicable,boolean,(1..1),Indicates whether the failure to pay provision is applicable.
attribute,cdm.observable.event,FailureToPay,gracePeriodExtension,GracePeriodExtension,(0..1),"If this element is specified, indicates whether or not a grace period extension is applicable. ISDA 2003 Term: Grace Period Extension Applicable."
attribute,cdm.observable.event,FailureToPay,paymentRequirement,Money,(0..1),"Specifies a threshold for the failure to pay credit event. Market standard is USD 1,000,000 (JPY 100,000,000 for Japanese Yen trades) or its equivalent in the relevant obligation currency. This is applied on an aggregate basis across all Obligations of the Reference Entity. Intended to prevent technical/operational errors from triggering credit events. ISDA 2003 Term: Payment Requirement"
data type,cdm.observable.event,GracePeriodExtension,,,,
attribute,cdm.observable.event,GracePeriodExtension,applicable,boolean,(1..1),Indicates whether the grace period extension provision is applicable.
attribute,cdm.observable.event,GracePeriodExtension,gracePeriod,Offset,(0..1),The number of calendar or business days after any due date that the reference entity has to fulfil its obligations before a failure to pay credit event is deemed to have occurred. ISDA 2003 Term: Grace Period.
data type,cdm.observable.event,PubliclyAvailableInformation,,,,
attribute,cdm.observable.event,PubliclyAvailableInformation,standardPublicSources,boolean,(0..1),"If this element is specified and set to 'true', indicates that ISDA defined Standard Public Sources are applicable."
attribute,cdm.observable.event,PubliclyAvailableInformation,publicSource,string,(0..*),"A public information source, e.g. a particular newspaper or electronic news service, that may publish relevant information used in the determination of whether or not a credit event has occurred. ISDA 2003 Term: Public Source."
attribute,cdm.observable.event,PubliclyAvailableInformation,specifiedNumber,int,(0..1),The minimum number of the specified public information sources that must publish information that reasonably confirms that a credit event has occurred. The market convention is two. ISDA 2003 Term: Specified Number.
data type,cdm.observable.event,Restructuring,,,,
attribute,cdm.observable.event,Restructuring,applicable,boolean,(1..1),Indicates whether the restructuring provision is applicable.
attribute,cdm.observable.event,Restructuring,restructuringType,RestructuringEnum,(0..1),Specifies the type of restructuring that is applicable.
attribute,cdm.observable.event,Restructuring,multipleHolderObligation,boolean,(0..1),"In relation to a restructuring credit event, unless multiple holder obligation is not specified restructurings are limited to multiple holder obligations. A multiple holder obligation means an obligation that is held by more than three holders that are not affiliates of each other and where at least two thirds of the holders must agree to the event that constitutes the restructuring credit event. ISDA 2003 Term: Multiple Holder Obligation."
attribute,cdm.observable.event,Restructuring,multipleCreditEventNotices,boolean,(0..1),Presence of this element and value set to 'true' indicates that Section 3.9 of the 2003 Credit Derivatives Definitions shall apply. Absence of this element indicates that Section 3.9 shall not apply. NOTE: Not allowed under ISDA Credit 1999.
data type,cdm.observable.event,FeaturePayment,,,,Payment made following trigger occurrence.
attribute,cdm.observable.event,FeaturePayment,payerReceiver,PartyReferencePayerReceiver,(1..1),"This attribute doesn't exist as part of the FpML construct, which makes use of the PayerReceiver.model group."
attribute,cdm.observable.event,FeaturePayment,levelPercentage,number,(0..1),The trigger level percentage.
attribute,cdm.observable.event,FeaturePayment,amount,number,(0..1),The monetary quantity in currency units.
attribute,cdm.observable.event,FeaturePayment,time,TimeTypeEnum,(0..1),The feature payment time.
attribute,cdm.observable.event,FeaturePayment,currency,string,(0..1),The currency in which an amount is denominated.
attribute,cdm.observable.event,FeaturePayment,paymentDate,AdjustableOrRelativeDate,(0..1),The feature payment date.
data type,cdm.observable.event,Observation,,,,"Defines a single, numerical value that was observed in the marketplace. Observations of market data are made independently to business events or trade life-cycle events, so data instances of Observation can be created independently of any other model type, hence it is annotated as a root type. Observations will be broadly reused in many situations, so references to Observation are supported via the 'key' annotation."
attribute,cdm.observable.event,Observation,observedValue,Price,(1..1),Specifies the observed value as a number.
attribute,cdm.observable.event,Observation,observationIdentifier,ObservationIdentifier,(1..1),Represents the observation was made i.e. how to uniquely identify the observed value among the population of all available market data.
data type,cdm.observable.event,ObservationIdentifier,,,,Defines the parameters needed to uniquely identify a piece of data among the population of all available market data.
attribute,cdm.observable.event,ObservationIdentifier,observable,Observable,(1..1),Represents the asset or rate to which the observation relates.
attribute,cdm.observable.event,ObservationIdentifier,observationDate,date,(1..1),Specifies the date value to use when resolving the market data.
attribute,cdm.observable.event,ObservationIdentifier,observationTime,TimeZone,(0..1),Represents the time and time-zone.
attribute,cdm.observable.event,ObservationIdentifier,informationSource,InformationSource,(0..1),Represents where the market data published and should be observed.
attribute,cdm.observable.event,ObservationIdentifier,determinationMethodology,DeterminationMethodology,(0..1),Specifies the method according to which an amount or a date is determined.
data type,cdm.observable.event,DeterminationMethodology,,,,Specifies the method according to which an amount or a date is determined.
attribute,cdm.observable.event,DeterminationMethodology,determinationMethod,DeterminationMethodEnum,(0..1),"Represents a more granular dimention of observation. Typically relevent for resolving a unique equity price, which can be expressed as trade-weighted or volume-weighted averages."
attribute,cdm.observable.event,DeterminationMethodology,averagingMethod,AveragingCalculationMethodEnum,(0..1),Specifies enumerations for the type of averaging calculation.
data type,cdm.product.collateral,Collateral,,,,A type for defining the obligations of the counterparty subject to credit support requirements.
attribute,cdm.product.collateral,Collateral,independentAmount,IndependentAmount,(0..1),"Independent Amount is an amount that usually less creditworthy counterparties are asked to provide. It can either be a fixed amount or a percentage of the Transaction's value. The Independent Amount can be: (i) transferred before any trading between the parties occurs (as a deposit at a third party's account or with the counterparty) or (ii) callable after trading has occurred (typically because a downgrade has occurred). In situation (i), the Independent Amount is not included in the calculation of Exposure, but in situation (ii), it is included in the calculation of Exposure. Thus, for situation (ii), the Independent Amount may be transferred along with any collateral call. Independent Amount is a defined term in the ISDA Credit Support Annex. ('with respect to a party, the amount specified as such for that party in Paragraph 13; if no amount is specified, zero')."
attribute,cdm.product.collateral,Collateral,portfolioIdentifier,Identifier,(0..*),A list of identifiers pointing to the collateral portfolios which contain the collateral which covers a trade.
attribute,cdm.product.collateral,Collateral,collateralPortfolio,CollateralPortfolio,(0..*),The collateral portfolios which contain the collateral which covers a trade. (NB: this can be provided by reference to a global key for each CollateralPortfolio object)
attribute,cdm.product.collateral,Collateral,collateralProvisions,CollateralProvisions,(0..1),specifies the collateral provisions of the product.
data type,cdm.product.collateral,CollateralProvisions,,,,Contains collateral attributes which can also inherit information from a GMRA
attribute,cdm.product.collateral,CollateralProvisions,collateralType,CollateralTypeEnum,(1..1),Enumerates the collateral types which are accepted by the Seller.
attribute,cdm.product.collateral,CollateralProvisions,eligibleCollateral,EligibleCollateralCriteria,(0..*),The eligible collateral as specified in relation to the transaction.
attribute,cdm.product.collateral,CollateralProvisions,substitutionProvisions,SubstitutionProvisions,(0..1),The provisions for collateral substitutions such as how many and when they are allowed.
data type,cdm.product.collateral,SubstitutionProvisions,,,,Defines collateral substitution provisions such as how many and with how much notice are substitutions allowed.
attribute,cdm.product.collateral,SubstitutionProvisions,numberOfSubstitutionsAllowed,int,(0..1),Specifies if 1 or more substitutions are allowed.
attribute,cdm.product.collateral,SubstitutionProvisions,noticeDeadlinePeriod,Period,(0..1),Defines the min period for notify of a substitution.
attribute,cdm.product.collateral,SubstitutionProvisions,noticeDeadlineDateTime,zonedDateTime,(0..1),A specific date and time for the notice deadline
data type,cdm.product.collateral,IndependentAmount,,,,"A class specifying the Independent Amount as the combination of a payer/receiver, a payment amount, a payment date and an associated payment calculation rule."
attribute,cdm.product.collateral,IndependentAmount,paymentDetail,PaymentDetail,(1..*),"An attribute that specifies a payment as the combination of a payment amount, a payment date and an associated payment calculation rule."
data type,cdm.product.collateral,AgencyRatingCriteria,,,,Represents a class to specify multiple credit notations alongside a conditional 'any' or 'all' qualifier.
attribute,cdm.product.collateral,AgencyRatingCriteria,qualifier,QuantifierEnum,(1..1),Indicates whether all or any agency ratings apply.
attribute,cdm.product.collateral,AgencyRatingCriteria,creditNotation,CreditNotation,(1..*),Indicates the agency rating criteria specified for the asset or issuer.
attribute,cdm.product.collateral,AgencyRatingCriteria,mismatchResolution,CreditNotationMismatchResolutionEnum,(0..1),Indicator for options to be used if several agency ratings (>1) are specified and its necessary to identify specific charateristics. i.e (lowest or highest).
attribute,cdm.product.collateral,AgencyRatingCriteria,referenceAgency,CreditRatingAgencyEnum,(0..1),identifies the dominant reference agency if there is a missmatch and several reference agencies exsist.
attribute,cdm.product.collateral,AgencyRatingCriteria,boundary,CreditNotationBoundaryEnum,(0..1),Indicates the boundary of a credit agency rating i.e minimum or maximum.
data type,cdm.product.collateral,CollateralValuationTreatment,,,,Specification of the valuation treatment for the specified collateral.
attribute,cdm.product.collateral,CollateralValuationTreatment,haircutPercentage,number,(0..1),"Specifies a haircut percentage to be applied to the value of asset and used as a discount factor to the value of the collateral asset,expressed as a percentage in decimal terms. As an example a 0.5% haircut would be represented as a decimal number 0.005."
attribute,cdm.product.collateral,CollateralValuationTreatment,marginPercentage,number,(0..1),Specifies a percentage value of transaction needing to be posted as collateral expressed as a valuation. As an example a 104% requirement would be represented as a decimal number 1.04.
attribute,cdm.product.collateral,CollateralValuationTreatment,fxHaircutPercentage,number,(0..1),"Specifies an FX haircut applied to a specific asset which is agreed between the parties (for example, if pledgor eligible collateral is not denominated in the termination currency or under other specified cases in collateral support documents both for initial margin and variation margin).The percentage value is expressed as the discount haircut to the value of the collateral- as an example an 8% FX haircut would be expressed as 0.08."
attribute,cdm.product.collateral,CollateralValuationTreatment,additionalHaircutPercentage,number,(0..1),"Specifies a percentage value of any additional haircut to be applied to a collateral asset,the percentage value is expressed as the discount haircut to the value of the collateral- as an example a 5% haircut would be expressed as 0.05. "
data type,cdm.product.collateral,EligibleCollateralSpecification,,,,Represents a set of criteria used to specify eligible collateral.
attribute,cdm.product.collateral,EligibleCollateralSpecification,identifier,Identifier,(0..*),"Specifies the identifier(s) to uniquely identify eligible collateral or a set of eligible collateral, such as a schedule or equivalant for an identity issuer."
attribute,cdm.product.collateral,EligibleCollateralSpecification,party,Party,(0..2),The parties associated with the specification.
attribute,cdm.product.collateral,EligibleCollateralSpecification,counterparty,Counterparty,(0..2),Specification of the roles of the counterparties to the specification.
attribute,cdm.product.collateral,EligibleCollateralSpecification,criteria,EligibleCollateralCriteria,(1..*),Represents a set of criteria used to specify eligible collateral.
data type,cdm.product.collateral,CollateralCriteriaBase,,,,Represents a set of criteria used to specify and describe collateral.
attribute,cdm.product.collateral,CollateralCriteriaBase,issuer,IssuerCriteria,(0..*),Represents a filter based criteria related to the issuer.
attribute,cdm.product.collateral,CollateralCriteriaBase,asset,AssetCriteria,(0..*),Represents a filter based on the criteria related to the asset.
attribute,cdm.product.collateral,CollateralCriteriaBase,appliesTo,CounterpartyRoleEnum,(0..2),"Specifies which of the two counterparties the criteria applies to (either one or both counterparties). This attribute is optional, in case the applicable party is already specified elsewhere within a party election."
data type,cdm.product.collateral,EligibleCollateralCriteria,,,,Represents a set of criteria used to specify eligible collateral.
attribute,cdm.product.collateral,EligibleCollateralCriteria,treatment,CollateralTreatment,(1..1),"Identifies the treatment of specified collateral, e.g., haircuts,holding limits or exclusions."
data type,cdm.product.collateral,CollateralTreatment,,,,Specifies the treatment terms for the eligible collateral criteria specified.
attribute,cdm.product.collateral,CollateralTreatment,valuationTreatment,CollateralValuationTreatment,(0..1),Specification of the valuation treatment for the specified collateral.
attribute,cdm.product.collateral,CollateralTreatment,concentrationLimit,ConcentrationLimit,(0..*),Specification of concentration limits applicable to the collateral criteria.
attribute,cdm.product.collateral,CollateralTreatment,isIncluded,boolean,(1..1),A boolean attribute to specify whether collateral critieria are inclusion (True) or exclusion (False) criteria.
data type,cdm.product.collateral,ConcentrationLimit,,,,Represents a class to describe concentration limits that may be applicable to eligible collateral criteria.
attribute,cdm.product.collateral,ConcentrationLimit,concentrationLimitCriteria,ConcentrationLimitCriteria,(0..*),Specifies a set of criteria to describe the assets that the concentration limits apply to.
attribute,cdm.product.collateral,ConcentrationLimit,valueLimit,MoneyRange,(0..1),Specifies the value of collateral limit represented as a range.
attribute,cdm.product.collateral,ConcentrationLimit,percentageLimit,NumberRange,(0..1),Specifies the perecentage of collateral limit represented as a decimal number - example 25% is 0.25.
data type,cdm.product.collateral,ConcentrationLimitCriteria,,,,Respresents a class to describe a set of criteria to describe specific assets that the concentration limits apply to.
attribute,cdm.product.collateral,ConcentrationLimitCriteria,concentrationLimitType,ConcentrationLimitTypeEnum,(0..1),Specifies the type of concentration limit to be applied.
attribute,cdm.product.collateral,ConcentrationLimitCriteria,averageTradingVolume,AverageTradingVolume,(0..1),Specifies an average trading volume on an exchange in relation to Equity products.
data type,cdm.product.collateral,AverageTradingVolume,,,,Represents the average trading volume of an Equity product upon an exchange or set of exchanges.
attribute,cdm.product.collateral,AverageTradingVolume,period,Period,(1..1),Represents the period of the equities average trading volume on the exchange/s.
attribute,cdm.product.collateral,AverageTradingVolume,methodology,AverageTradingVolumeMethodologyEnum,(1..1),"Indicates the type of equity average trading volume being stated (single) the highest amount on one exchange, or (consolidated) volumes across multiple exchanges."
data type,cdm.product.collateral,IssuerCriteria,,,,Represents a criteria used to specify eligible collateral issuers.
attribute,cdm.product.collateral,IssuerCriteria,issuerType,CollateralIssuerType,(0..*),Represents a filter based on the type of entity issuing the asset.
attribute,cdm.product.collateral,IssuerCriteria,issuerCountryOfOrigin,ISOCountryCodeEnum,(0..*),"Represents a filter on the issuing entity country of origin based on the ISO Standard 3166, which is the same as filtering by eligible Sovereigns."
attribute,cdm.product.collateral,IssuerCriteria,issuerName,LegalEntity,(0..*),Specifies the issuing entity name or LEI.
attribute,cdm.product.collateral,IssuerCriteria,issuerAgencyRating,AgencyRatingCriteria,(0..*),Represents an agency rating based on default risk and creditors claim in event of default associated with asset issuer.
attribute,cdm.product.collateral,IssuerCriteria,sovereignAgencyRating,AgencyRatingCriteria,(0..*),Represents an agency rating based on default risk of the country of the issuer.
attribute,cdm.product.collateral,IssuerCriteria,counterpartyOwnIssuePermitted,boolean,(0..1),Represents a filter based on whether it is permitted for the underlying asset to be issued by the posting entity or part of their corporate family.
data type,cdm.product.collateral,AssetCriteria,,,,Represents a set of criteria used to specify eligible collateral assets.
attribute,cdm.product.collateral,AssetCriteria,collateralAssetType,AssetType,(0..*),Represents a filter based on the asset product type.
attribute,cdm.product.collateral,AssetCriteria,assetCountryOfOrigin,ISOCountryCodeEnum,(0..*),Represents a filter on the asset country of origin based on the ISO Standard 3166.
attribute,cdm.product.collateral,AssetCriteria,denominatedCurrency,CurrencyCodeEnum,(0..*),Represents a filter on the underlying asset denominated currency based on ISO Standards.
attribute,cdm.product.collateral,AssetCriteria,agencyRating,AgencyRatingCriteria,(0..*),Represents an agency rating based on default risk and creditors claim in event of default associated with specific instrument.
attribute,cdm.product.collateral,AssetCriteria,maturityType,MaturityTypeEnum,(0..1),Specifies whether the maturity range is the remaining or original maturity.
attribute,cdm.product.collateral,AssetCriteria,maturityRange,PeriodRange,(0..1),Represents a filter based on the underlying asset maturity.
attribute,cdm.product.collateral,AssetCriteria,productIdentifier,ProductIdentifier,(0..*),"Represents a filter based on specific instrument identifiers (e.g. specific ISINs, CUSIPs etc)."
attribute,cdm.product.collateral,AssetCriteria,collateralTaxonomy,CollateralTaxonomy,(0..*),"Specifies the collateral taxonomy,which is composed of a taxonomy value and a taxonomy source."
attribute,cdm.product.collateral,AssetCriteria,domesticCurrencyIssued,boolean,(0..1),Identifies that the Security must be denominated in the domestic currency of the issuer.
attribute,cdm.product.collateral,AssetCriteria,listing,ListingType,(0..1),"Specifies the exchange, index or sector specific to listing of a security."
data type,cdm.product.collateral,ListingType,,,,Specifies a filter based on an underlying corporate financial official listing defined at a stock exchange.
attribute,cdm.product.collateral,ListingType,exchange,string,(0..1),"Represents a filter based on the Primary Stock Exchange facilitating the listing of companies, exchange of Stocks, Exchange traded Derivatives, Bonds, and other Securities expressed in ISO standard 10383."
attribute,cdm.product.collateral,ListingType,sector,string,(0..1),Represents a filter based on an industry sector defined under a system for classifying industry types such as Global Industry Classification Standard (GICS) and North American Industry Classification System (NAICS)
attribute,cdm.product.collateral,ListingType,index,Index,(0..1),"Represents a filter based on an index that measures a stock market, or a subset of a stock market."
data type,cdm.product.collateral,EligibleCollateralSpecificationInstruction,,,,
attribute,cdm.product.collateral,EligibleCollateralSpecificationInstruction,common,EligibleCollateralCriteria,(1..1),
attribute,cdm.product.collateral,EligibleCollateralSpecificationInstruction,variable,EligibleCollateralCriteria,(1..*),
data type,cdm.product.collateral,DistributionAndInterestPayment,,,,A class to specify the Distributions and Interest Payment provisions applicable to the collateral agreement.
attribute,cdm.product.collateral,DistributionAndInterestPayment,interestParameters,CollateralInterestParameters,(0..*),"Represents the interest parameters for the various currencies, margin types, posting parties."
data type,cdm.product.collateral,CollateralInterestParameters,,,,Represents the floating interest calculation and distribution parameters for a single currency.
attribute,cdm.product.collateral,CollateralInterestParameters,postingParty,CounterpartyRoleEnum,(0..1),"Represents the party to which these parameters apply (the applicable party).  In other words, if the parameters are different depending on which party is posting/holding the collateral, for which party to the Collateral Agreement (Party 1 or Party 2) that is posting the collateral do these parameters apply?"
attribute,cdm.product.collateral,CollateralInterestParameters,marginType,CollateralMarginTypeEnum,(0..1),"Specifies the type of margin for which interest is being calculated, if the parameters are different depending on type of margin (initial or variation)."
attribute,cdm.product.collateral,CollateralInterestParameters,currency,string,(0..1),Specifies the currency for which the parameters are captured.
attribute,cdm.product.collateral,CollateralInterestParameters,interestCalculationParameters,CollateralInterestCalculationParameters,(0..1),Represents the basic interest calculation parameters.
attribute,cdm.product.collateral,CollateralInterestParameters,interestCalculationFrequency,CalculationFrequency,(0..1),Represents how often and when interest is calculated.
attribute,cdm.product.collateral,CollateralInterestParameters,interestHandlingParameters,CollateralInterestHandlingParameters,(0..1),Represents the parameters describing how and when interest transfer occurs.
data type,cdm.product.collateral,CollateralInterestCalculationParameters,,,,"Represents parameters for calculating the amount the floating interest calculation, e.g.  for a single currency or defaults for all currencies."
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,fixedRate,number,(0..1),Specifies the applicable fixed rate  if used.
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,floatingRate,CollateralAgreementFloatingRate,(0..1),Specifies the floating interest rate to be used.
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,inBaseCurrency,boolean,(1..1),"If True, specifies that the interest transfers should be converted to base currency equivalent, or if False specifies that the transfer should be in the currency of the collateral."
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,compoundingType,CompoundingTypeEnum,(0..1),"Specifies the type of compounding to be applied (None, Business, Calendar)."
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,compoundingBusinessCenter,BusinessCenterEnum,(0..*),Specifies the applicable business centers for compounding.
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,dayCountFraction,DayCountFractionEnum,(1..1),Specifies the day count fraction to use for that currency.
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,rounding,Rounding,(0..1),Specifies the rounding rules for settling in that currency.
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,roundingFrequency,RoundingFrequencyEnum,(0..1),Specifies when/how often is rounding applied?
attribute,cdm.product.collateral,CollateralInterestCalculationParameters,withholdingTaxRate,number,(0..1),Specifies the withholding tax rate if a withholding tax is applicable.
data type,cdm.product.collateral,CollateralAgreementFloatingRate,,,,Represents the parameters needed to calculate the floating rate paid on collateral holdings.
attribute,cdm.product.collateral,CollateralAgreementFloatingRate,negativeInterest,boolean,(1..1),"Specifies how negative rates should be applied.  If rates go negative, should the payment be reversed (true) or zeroed out (false)?"
attribute,cdm.product.collateral,CollateralAgreementFloatingRate,compressibleSpread,boolean,(1..1),"Specifies how spreads should be applied in a low/negative rate environment.  If true, spread is applied only if rate is positive."
data type,cdm.product.collateral,CollateralInterestHandlingParameters,,,,"Represents parameters that describe how calculated interest amounts are handled, i.e. are they transferred/distributed, or is the collateral balance adjusted, is netting done, and any other special handling."
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,interestPaymentHandling,CollateralInterestHandlingEnum,(1..1),Specifies how the collateral interest is to be handled.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,paymentBusinessCenter,BusinessCenterEnum,(0..*),Specifies applicable business centers for payments.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,netPostedAndHeldInterest,boolean,(1..1),Indicates whether to net Held and Posted Interest Payments (i.e. whether interest payable for a period can be netted with interest receivable).
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,netInterestWithMarginCalls,boolean,(1..1),Indicates whether the interest amount may be offset against any margin call deliver or return amounts?   (aka 'net payments' indicator).
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,includeAccrualInMarginCalc,boolean,(1..1),Indicates whether or not to include the open interest accrual in the margin calculation.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,accrueInterestOnUnsettledInterest,boolean,(0..1),Indicates whether interest accruing on unsettled interest amount is included (continues to be accrued) in the following period.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,onFullReturn,boolean,(1..1),Indicates the option that accrued interest should be calculated and distributed when a full return of collateral occurs.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,onPartialReturn,boolean,(1..1),Indicates the option that accrued interest should be calculated and distributed when a partial return collateral occurs.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,interestAmountApplication,InterestAmountApplication,(0..1),The application of Interest Amount with respect to the Delivery Amount and the Return Amount.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,interestRolloverLimit,NumberBound,(0..1),Specifies the level below which the interest will be rolled over.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,writeoffLimit,NumberBound,(0..1),Specifies the level below which the interest will be written off; if omitted write-off is not applicable.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,alternativeToInterestAmount,AlternativeToInterestAmountEnum,(0..1),Specifies the alternative to interest amounts.
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,alternativeProvision,string,(0..1),"Specifies an alternative to interest amount, when the alternative provision clause is specified."
attribute,cdm.product.collateral,CollateralInterestHandlingParameters,cutoffTime,time,(0..1),Specifies the time of day that interest needs to be confirmed by.
